Comune,Cratere Centro Italia 2016,media_prima,media_dopo,varPhones,Variaz,Variaz_init,Variaz_end
Camerano,0.0,8158.030399151562,9444.179599909583,0.15765437707755794,-9.889815491577652,3.380071815254444,-14.056827760363378
Camerata Picena,0.0,4022.016814500578,4794.114839511754,0.19196787597394693,10.784325630078088,11.922883482020811,10.426795499786373
Camerino,1.0,12643.909998071731,11629.653560126582,-0.08021699285267204,-20.485242504979475,-4.36051123881346,-25.54873335937368
Campagnano di Roma,0.0,369.47241612032394,574.7120140144666,0.5554936957115182,24.927058271956497,18.324250295737805,27.00047315553076
Campello sul Clitunno,0.0,4483.638256845353,5982.716466998191,0.33434414738167934,6.66243640965484,1.950642541009384,8.142034721580686
Campli,1.0,4985.759506363286,6186.640076853526,0.24086211317604975,-0.5523132168074248,6.203512417416787,-2.67377873137102
Campofilone,0.0,1657.0418627072888,1666.5183431283906,0.005718914310118283,-3.272861905330736,-5.937753580748598,-2.4360321682210784
Camporotondo di Fiastrone,1.0,618.9239201696877,702.1705470162749,0.13450219668964136,-5.577601124993138,-4.124235462747269,-6.033987257412835
Campotosto,1.0,595.4308330119552,337.05084764918627,-0.4339378665625485,-38.62506907085444,-25.69069053741717,-42.68672481756163
Canale Monterano,0.0,262.30628615503275,307.1335782097649,0.170896750938853,-5.153547543837618,2.2736487637784792,-7.4858369914339
Canepina,0.0,3499.39619166988,3895.0573236889695,0.11306554341030008,-5.423142504484014,-0.1985891891292001,-7.063757625066066
Cannara,0.0,7066.912986887774,6761.72325949367,-0.04318572026574615,-13.021759683685918,-4.110243813840125,-15.820155412638842
Canosa Sannita,0.0,1022.2172772849981,1170.2736211573238,0.14483842834819058,48.58225785300037,73.18112226461733,40.857718267149245
Cantalice,1.0,2746.82267643656,2942.342461573237,0.07118034477213647,-5.3404586962383895,2.900310742785288,-7.928226516916529
Cantalupo in Sabina,0.0,1068.6179714616273,1177.1328322784811,0.10154691734074998,7.183072601002226,1.211017489212694,9.058418362821849
Cantiano,0.0,4075.29409949865,4129.725339059674,0.013356395448299132,-0.5880579717135169,2.045264455828179,-1.4149743282363998
Canzano,0.0,1253.5508291554183,1439.170931283906,0.14807544920499904,0.4208376926708363,0.9897682069661878,0.2421820358187478
Capena,0.0,894.7634303895103,904.11648960217,0.01045310849213862,17.205223630386836,17.08099362381782,17.244234358176318
Capestrano,0.0,922.5135750096414,1077.965133363472,0.1685086946847432,3.189737089690757,-3.169445419064457,5.18664866254091
Capitignano,1.0,432.66428846895485,450.6529611211573,0.04157651355016608,19.63790744769639,5.689337536759764,24.01803974324062
Capodimonte,0.0,2688.6892788276127,2918.3045886075947,0.08540046318781187,-11.041729419244245,-5.0330820437608645,-12.928565889931932
Capolona,0.0,5270.904396451986,6133.959120705244,0.16373940017470384,8.107569437898732,6.614924298473532,8.576290118422191
Caporciano,0.0,320.4604512148091,389.2709538878843,0.21472385254475768,18.65069884637508,6.7013369025386265,22.40303951610261
Cappelle sul Tavo,0.0,3545.3037697647515,3805.665800180832,0.07343856755985588,-5.643332800282524,5.495674236535903,-9.141205684298304
Capranica,0.0,6382.168463170073,7060.648982820977,0.10630877632990239,-2.045313182207633,-8.1791035657948,-0.1191792828332267
Caprarola,0.0,4368.249469726185,4646.170931283906,0.06362307452535242,-8.447664774170569,-4.449278779034408,-9.703238624333927
Caprese Michelangelo,0.0,3820.9864153490166,4051.345626130199,0.06028789054465688,-11.309462811665764,-0.3779155616801254,-14.742189138139404
Caramanico Terme,0.0,2109.058629001157,2162.671620705244,0.02542034202694405,-13.076967927024416,-9.920981685632894,-14.068011263257334
Carapelle Calvisio,0.0,220.2197551099113,227.7811369801085,0.03433562019185489,-10.282053848203446,-5.466283027266413,-11.794303020370393
Carassai,0.0,1826.7421808715771,1616.0985420433997,-0.1153110937240607,-20.90949666323856,-13.298535698542974,-23.29949191970215
Carbognano,0.0,1601.6976282298497,1692.259245027125,0.056541019479039493,-24.797242238110517,-20.21314156417385,-26.236742311318224
Carpegna,0.0,661.9285094485152,649.6074819168174,-0.018613834206904132,-2.493327565598777,4.1342612109458745,-4.574524120305695
Carpineto della Nora,0.0,915.2986984188199,1009.148123869801,0.10253420617018923,-16.494540511239656,-11.164779232578809,-18.16819305435085
Carsoli,0.0,87.10411685306595,85.5255650994575,-0.018122584909175718,-2.2916873064245604,-7.398555294797575,-0.6880277522350663
Cartoceto,0.0,1693.5698611646742,2083.22698915009,0.23008033912309186,-0.422258205566361,5.293095168867906,-2.216994444166622
Casacanditella,0.0,1333.668704203625,1605.894744575045,0.20411818880759786,3.5245157899714314,12.266590523546322,0.7793279954456531
Casalincontrada,0.0,1932.145603548014,2371.6954000904157,0.2274931018321047,-2.3371689387319856,3.0023920478024286,-4.0138987877762125
Casaprota,0.0,610.0998457385267,597.8307979204341,-0.020109901524792136,-1.4951116213451412,-6.333427616795636,0.0242171903565428
Cascia,1.0,7258.174961434632,6685.336437613019,-0.0789232178702381,-21.933894475292533,-14.670552933889724,-24.214730221337213
Casoli,0.0,478.8759930582337,474.64238245931284,-0.008840724238197548,-4.657468694191732,0.8324032632854951,-6.381399219893493
Casperia,0.0,1762.665455071346,1961.0877260397829,0.11256944441587495,-6.296922295754964,-3.6013796850168216,-7.14337704478644
Castel Castagna,0.0,852.2499614346317,759.9680831826402,-0.10828029618992202,-6.9405161180538535,-6.643055659023742,-7.033924701984999
Castel Focognano,0.0,2080.3609718472812,2580.3091546112114,0.24031799746752375,-22.101141320792763,5.186637341087021,-30.67005421679137
Castel Frentano,0.0,3584.9454974932514,4184.591297468354,0.16726775913173605,-12.010259732106451,-4.773331808137915,-14.282801069512416
Castel Giorgio,0.0,1461.6495179328963,1636.9143309222422,0.11990891854649953,15.12086487692558,-0.8159753930915589,20.12535416875616
Castel Ritaldi,0.0,2658.4111550327807,2559.443625678119,-0.03722807480976027,-20.00249014345296,0.2419054003162334,-26.359638674895603
Castel Sant'Angelo,1.0,1766.43475703818,2106.7486098553345,0.19265577257309313,-11.80640420785325,1.5813549666576383,-16.010430620572908
Castel Sant'Elia,0.0,3132.8431160817586,3898.1819959312834,0.24429530988028944,8.079915598902877,3.090218142937247,9.64678124257963
Castel Viscardo,0.0,1241.6999710759737,1536.0625904159133,0.237064207293864,16.19242124062249,10.29620200094481,18.043953008984804
Castel del Monte,0.0,1571.44586386425,1539.4038539783003,-0.02039014554860776,-6.229297429073326,-2.434579078330636,-7.420915530908285
Castel di Lama,1.0,2382.260171615889,3152.2388788426765,0.32321352487058985,7.921358487484096,1.2354036560085206,10.020883160686257
Castel di Tora,0.0,438.3015618974161,369.592845840868,-0.15676128499087869,-33.341503397399,-18.89154410263024,-37.87908207252119
Castelbellino,0.0,3809.0727053605865,4108.407911392405,0.07858479718976177,-13.623947553574991,-3.5146375575069464,-16.798474797742664
Casteldelci,0.0,541.7684535287312,515.5369462025317,-0.04841829965429769,-8.619748861155461,-2.8463497943602007,-10.432712617942276
Castelfidardo,0.0,16545.64822599306,19399.47714737794,0.1724821465079586,0.3105880085259171,0.420194285493595,0.27616942679274
Castellalto,0.0,4688.653952950251,6919.143410940325,0.4757206397342631,12.33804157210124,6.036999287442287,14.316695941893286
Castelleone di Suasa,0.0,2110.054656768222,2222.376910036166,0.05323191648503455,-15.13098851368548,-6.308204424883747,-17.90152067366515
Castelli,1.0,2608.158494022368,2527.6061934900545,-0.03088474136711057,-11.245951047412648,-1.6287486613081432,-14.265946576211132
Castelnuovo di Farfa,0.0,732.7392499035866,821.890585443038,0.12166856839070915,101.1780901186012,69.03436018420196,111.27186965900582
Castelplanio,0.0,4220.738767836483,5078.138618896925,0.20313975780593943,1.5882625258213077,-2.810432807102762,2.969541582313978
Castelraimondo,1.0,5872.919716544543,7432.322943037974,0.26552435615635134,-1.262757420913806,3.360920723348856,-2.7146856180838848
Castelsantangelo sul Nera,1.0,1603.5183474739686,633.0467224231465,-0.6052139201148595,-64.82556144128777,-38.635599660238114,-73.04973769367193
Castelvecchio Calvisio,0.0,257.5979078287698,258.6032549728752,0.0039027768221382517,-23.825217832266684,-14.89518862141148,-26.62942712371178
Castiglion Fiorentino,0.0,21699.44809101427,24626.597637884268,0.13489511505512108,-4.517157954328981,2.4595972675084945,-6.707999815566458
Castiglione Messer Raimondo,0.0,2071.0307462398764,2172.9047129294754,0.04918998275354406,-1.245096812080552,6.090952405970372,-3.5487642351109723
Castiglione a Casauria,0.0,1276.4147705360585,1236.5899977396023,-0.031200495102176685,11.35789392459676,2.3505832678997707,14.186371148807725
Castiglione del Lago,0.0,30129.641226378713,30589.424932188067,0.015260178584762231,1.7677910441974487,-2.387630208396903,3.0726771326134794
Castiglione in Teverina,0.0,1406.0126687234863,1508.0488358951175,0.07257129998997053,-0.1537326036164579,12.87782358917545,-4.245904095440363
Castignano,1.0,3649.07760316236,3561.819744575045,-0.02391230554036326,-12.97485995810798,-7.896254581527269,-14.569644482136084
Castilenti,0.0,1809.1836675665252,1920.283284358047,0.06140869983695926,8.567361090797517,8.03265919441985,8.735268271230147
Castorano,1.0,1971.230408792904,2443.855639692586,0.2397615361408194,-4.291903752164247,-5.54467622952319,-3.898507925775881
Catignano,0.0,915.038681064404,1138.3658679927667,0.24406311071853362,23.037690116775146,12.728258789853792,26.2750594952903
Celano,0.0,1.405215966062476,1.327622061482821,-0.055218490576277125,-25.53824540005653,-18.603758160910992,-27.715814262180928
Celleno,0.0,1023.8977632086386,1227.1843128390597,0.19854184366354316,7.882761125802601,7.246479380693555,8.082566427608654
Cellino Attanasio,0.0,2624.016505977632,3068.886686256781,0.16953787419618524,-3.775880080277252,18.91000588515345,-10.89970584913308
Cepagatti,0.0,11585.573264558427,13969.528006329114,0.20576925175239047,-5.230697600042955,3.5113758084657456,-7.975884978471234
Cermignano,0.0,1507.4306498264557,2119.1677893309225,0.4058144496232006,29.92135962364645,10.339020287326504,36.07060915223575
Cerreto d'Esi,1.0,2905.510692248361,3337.987669529837,0.14884714705586372,8.110204040090013,5.174293389623132,9.032139201834363
Cerreto di Spoleto,1.0,2131.6631893559584,2178.0336008137433,0.021753160484886395,-16.032242578375293,-14.283595233407215,-16.581353115019407
Cessapalombo,1.0,1471.0768414963363,1473.9029837251355,0.0019211384130855666,-8.296401274657043,6.650839217050225,-12.99013627581012
Cetona,0.0,4449.606266872349,4284.6245479204335,-0.0370778242066532,-10.140298219821368,-4.513774902698209,-11.907140028718272
Chianciano Terme,0.0,1778.7398380254533,1708.3741410488246,-0.03955929668429777,-7.175516320014241,3.4194951398106923,-10.502563620429893
Chiaravalle,0.0,14792.232751639027,15588.361810578663,0.05382074986965184,2.88871060724228,4.120482270286317,2.501909460136505
Chieti,0.0,43394.19488044736,49330.41716772152,0.1367976132205858,0.3726415747400509,3.852802516235062,-0.7201991559489123
Chitignano,0.0,1362.573197069032,1139.5219258589511,-0.16369856070108826,-8.451756908461224,-4.571980741551344,-9.670084880194036
Chiusi,0.0,12100.521085615117,12343.102011754068,0.020047147095783105,0.9334994952488428,-0.6063594777113891,1.4170462718082433
Chiusi della Verna,0.0,5274.931999614347,4915.807764466546,-0.06808130136541214,6.0223800266126055,-15.22869170712088,12.695645186424509
Cingoli,1.0,14675.178229849595,15287.66728074141,0.04173639606270686,8.128958982934147,2.8221336137341178,9.795409187855949
Citerna,0.0,3942.5111357500964,4509.489059674503,0.14381136904931882,3.572858862317433,11.815236709885198,0.9845859689146604
Cittaducale,1.0,6712.551291939838,6823.661392405063,0.016552588670516687,-1.946970199124059,0.2182924366724941,-2.6269063402442687
Cittareale,1.0,1328.6456613960663,1123.5632346292948,-0.15435449249221375,-8.289090898425183,-13.889608009340368,-6.530415562824358
Città Sant'Angelo,0.0,20857.43026417277,22127.099830470164,0.06087372941998188,-2.592413818753724,-4.937386489522333,-1.8560451018898696
Città della Pieve,0.0,12493.350626687235,13314.783193942134,0.06574958086105612,-0.9158088559348124,-4.3699386662420014,0.1688575745116648
Città di Castello,0.0,54508.14256652527,74404.98987341773,0.36502523054439173,45.45492121644202,12.73797557995712,55.72870204909741
Civita Castellana,0.0,14616.556806787503,17959.57828887884,0.2287147052675865,3.4715436301486253,8.673970110059567,1.8378767821956048
Civitanova Marche,0.0,41116.9769475511,48463.092653707055,0.1786638087602276,4.261127093175919,8.52453490399135,2.922331047382998
Civitaquana,0.0,1080.999595063633,1320.6891726943943,0.2217295720787499,16.259816796745625,7.931989568793448,18.8749225191083
Civitella Casanova,0.0,1977.8212398765907,1942.6287409584088,-0.017793569109601507,1.4166848927721545,0.8704628707629588,1.5882096250147093
Civitella San Paolo,0.0,3188.3114057076746,3614.8659358047016,0.13378697241850798,9.995434795058948,12.926200986958724,9.0751150970686
Civitella d'Agliano,0.0,2238.272406478982,2072.744043851718,-0.07395362697950426,-15.95347085340991,-2.3540087298320675,-20.22397626219807
Civitella del Tronto,1.0,5848.310142691862,6816.831815099457,0.1656070982517702,-16.721625923820543,-0.8246277439782248,-21.71360399571882
Collalto Sabino,0.0,127.36510798303122,94.10248643761302,-0.26115960699259766,-4.434368866850998,-3.2859682723703307,-4.794989816828299
Collazzone,0.0,5729.964664481296,5934.49879068716,0.03569553010923847,-3.233368763910152,1.5589712684888335,-4.738260195875669
Colle di Tora,0.0,378.40353837254145,370.2140370705244,-0.02164224292732278,-13.521488800843716,-11.409909437134466,-14.18456731173359
Collecorvino,0.0,5783.247666795218,7236.482888788427,0.2512835876521467,1.5538839648403575,8.332690872295153,-0.5747981330513294
Colledara,0.0,2268.5990262244504,2442.510386528029,0.0766602463869576,-15.960597535987986,-4.072202321783544,-19.693793422908428
Collegiove,0.0,142.96209988430388,111.28060578661845,-0.22160764372742547,-14.34239440406652,-3.88304109221344,-17.626842309785854
Collepietro,0.0,428.20393366756656,481.4273056057866,0.12429444886776703,4.394206617738584,5.716988572061089,3.9788264034882217
Collevecchio,0.0,1784.3349691477054,1991.8942811934903,0.1163230646905533,-13.119001930419907,-6.745127480490014,-15.120527069136314
Colli del Tronto,1.0,2309.528692634015,2621.178085443038,0.1349406888959614,19.34662297255635,2.7610536105807646,24.55482628416741
Colli sul Velino,0.0,734.7629772464327,798.7595275768535,0.0870982239337258,-6.45182635085495,4.340222553804886,-9.840747383206114
Colmurano,1.0,854.5169205553414,972.0492653707053,0.13754244297348833,7.839279795383678,2.397911629873888,9.547979152083196
Colonnella,0.0,5134.637581951408,5581.892190325498,0.08710538986163689,-12.908330432055712,-6.027315465836983,-15.06910792194208
Comunanza,1.0,4701.036222522175,4349.940732368897,-0.07468470216655974,-14.788642481893987,-5.890972362326046,-17.58269036599006
Concerviano,0.0,737.0268414963364,592.6169755877035,-0.1959356943031372,-22.11619389538204,-12.03106468241737,-25.283127885927414
Configni,0.0,1883.178750482067,1533.7536618444847,-0.18555067518053422,81.18364076968597,12.705973381000064,102.6870095284822
Contigliano,0.0,5299.277718858465,5356.055865732368,0.010714318042220642,-3.496235390209624,8.186102604189376,-7.164725153924382
Controguerra,0.0,2650.6532876976476,3440.0958295660034,0.29782942398855344,1.814910156721419,8.130119178100035,-0.1681928541445524
Corchiano,0.0,3001.341853065947,3238.220174050633,0.07892413879568862,-6.3814722897627405,-1.5619244987737424,-7.894907506707674
Corciano,0.0,19763.207231006556,23103.193433544304,0.16900021152931258,5.682006767022948,3.3213284017856752,6.423307388734781
Corfinio,0.0,62.58649247975318,63.34790913200724,0.012165830390644996,-9.139985650446595,-0.2705759881469918,-11.925159180945265
Corinaldo,0.0,11170.951002699576,11488.730831826402,0.028446980838966313,-13.57621840009532,-4.0528547952954135,-16.566746658830198
Corridonia,1.0,16838.387263787117,20915.758555605786,0.24214737598935754,-3.2749400896919934,2.549106059928309,-5.103808052040631
Corropoli,0.0,3355.037350559198,4530.830391048824,0.3504560210912859,19.32766856711205,11.672795818658487,21.731453009378995
Cortino,1.0,1022.3455939066718,1187.7962929475586,0.16183441296856668,-6.766184544804202,4.769174394351477,-10.388519920595996
Cortona,0.0,45100.212350559195,49356.45654385172,0.09437304108923443,-2.481613826214605,-0.8243806747062271,-3.0020184622824884
Corvara,0.0,471.2462302352488,553.7569394213382,0.1750904386967713,-1.4717202161686034,4.324071225360222,-3.291715630277318
Cossignano,1.0,1017.5932799845739,962.2118557866185,-0.05442392878104991,-13.468933625538956,-2.3516297999255946,-16.959991263481218
Costacciaro,0.0,3254.714307751639,3359.783815551537,0.03228225210110075,20.478242737465624,27.731529620993843,18.2005643567968
Cottanello,0.0,1786.734400308523,2186.158589511754,0.22354983993942298,-15.464364627785132,-0.4099116758770056,-20.19176650392318
Crecchio,0.0,1741.740175472426,2252.7897490958408,0.2934132087093867,-8.856091165839302,17.10519879549871,-17.008459854509404
Crognaleto,1.0,2490.260065561126,2352.3861889692585,-0.05536525220742379,-20.223178169935206,-16.434818855227366,-21.412799406193045
Cugnoli,0.0,839.7063343617431,834.3560126582279,-0.0063716581435365105,11.246167298967348,-7.099001842883168,17.00692043269459
Cupra Marittima,0.0,8259.425867720785,8780.095117540686,0.06303939985160024,-13.282280804615656,-8.180384085570779,-14.884379279965325
Cupramontana,0.0,4735.1869456228305,4775.865528933093,0.008590702706651349,-7.823929402458746,3.95050724854558,-11.521340001983162
